Heures_Etudiees,Presence,Implication_Parentale,Acces_aux_Ressources,Activites_Extrascolaires,Heures_Sommeil,Scores_Precedents,Niveau_Motivation,Acces_Internet,Sessions_Tutorat,Revenu_Famille,Qualite_Enseignant,Type_Ecole,Influence_Entourage,Activite_Physique,Troubles_Apprentissage,Niveau_Education_Parents,Distance_Maison,Genre,Score_Examen
4,61,Bas,Haut,Oui,7,71,Haut,Oui,0,Bas,Bas,Publique,Positif,1,Non,Master,Proche,Homme,58
17,80,Moyen,Moyen,Non,6,81,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,1,Non,Licence,Loin,Homme,65
18,85,Moyen,Bas,Oui,10,55,Haut,Oui,3,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,67
16,68,Moyen,Haut,Oui,8,71,Moyen,Oui,1,Haut,Haut,Privee,Neutre,3,Non,Lycee,Moderee,Homme,65
18,79,Haut,Moyen,Oui,4,95,Bas,Oui,1,Bas,Haut,Publique,Negative,2,Non,Lycee,Moderee,Femme,66
17,73,Bas,Moyen,Oui,5,85,Haut,Oui,3,Moyen,Moyen,Publique,Positif,1,Non,Licence,Proche,Femme,66
22,91,Haut,Moyen,Non,6,85,Bas,Oui,2,Moyen,Moyen,Privee,Positif,2,Non,Lycee,Moderee,Femme,71
21,78,Haut,Moyen,Oui,6,97,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,69
28,99,Haut,Bas,Non,5,100,Moyen,Oui,6,Moyen,Moyen,Privee,Neutre,5,Non,Lycee,Moderee,Femme,76
20,68,Moyen,Bas,Non,9,65,Bas,Oui,1,Haut,Moyen,Publique,Negative,5,Non,Licence,Proche,Homme,63
17,85,Haut,Haut,Oui,7,69,Moyen,Oui,4,Bas,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,70
38,80,Haut,Moyen,Non,5,78,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Licence,Loin,Femme,72
7,88,Haut,Haut,Oui,6,71,Moyen,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,65
19,85,Moyen,Moyen,Oui,9,53,Haut,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Licence,Loin,Homme,66
22,96,Bas,Bas,Oui,5,59,Moyen,Oui,0,Moyen,Haut,Privee,Positif,2,Non,Lycee,Loin,Femme,67
27,95,Bas,Haut,Oui,6,94,Haut,Oui,2,Moyen,Moyen,Publique,Neutre,4,Non,Master,Loin,Femme,74
16,93,Haut,Moyen,Oui,7,52,Bas,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,69
19,81,Bas,Haut,Non,8,90,Moyen,Oui,2,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Femme,67
24,81,Moyen,Moyen,Oui,7,71,Haut,Oui,1,Moyen,Haut,Publique,Neutre,3,Non,Licence,Proche,Homme,70
29,84,Moyen,Bas,Oui,7,68,Bas,Oui,1,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Moderee,Homme,67
20,60,Bas,Haut,Non,7,82,Haut,Oui,2,Bas,Haut,Publique,Positif,4,Oui,Lycee,Proche,Homme,63
26,96,Moyen,Moyen,Oui,7,68,Moyen,Oui,3,Haut,Moyen,Privee,Positif,3,Non,Licence,Proche,Femme,74
27,62,Moyen,Haut,Oui,5,63,Bas,Oui,4,Haut,Moyen,Publique,Negative,4,Non,Lycee,Proche,Femme,67
26,74,Bas,Bas,Non,5,89,Bas,Oui,3,Haut,Haut,Privee,Negative,2,Non,Lycee,Proche,Homme,66
20,70,Moyen,Moyen,Non,8,70,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,5,Non,Master,Proche,Femme,65
24,62,Moyen,Moyen,Non,6,72,Haut,Oui,2,Bas,Bas,Publique,Neutre,4,Non,Lycee,Proche,Homme,64
15,90,Moyen,Bas,Oui,6,97,Bas,Oui,2,Haut,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,69
14,68,Bas,Moyen,Oui,6,85,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,63
18,74,Moyen,Bas,Oui,6,67,Haut,Oui,2,Bas,Haut,Publique,Neutre,2,Non,Lycee,Proche,Homme,64
19,98,Moyen,Haut,Non,9,90,Bas,Non,1,Haut,Moyen,Privee,Positif,2,Non,Licence,Loin,Femme,70
17,78,Moyen,Haut,Non,7,64,Moyen,Oui,0,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Femme,65
21,95,Moyen,Bas,Oui,7,67,Moyen,Oui,3,Moyen,Moyen,Publique,Positif,2,Non,Licence,Loin,Femme,70
28,64,Moyen,Haut,Oui,6,84,Bas,Oui,2,Moyen,Moyen,Privee,Positif,2,Non,Master,Proche,Homme,69
30,76,Moyen,Moyen,Oui,6,75,Bas,Oui,3,Haut,Moyen,Publique,Positif,3,Non,Licence,Proche,Femme,71
29,62,Haut,Moyen,Oui,8,74,Moyen,Oui,1,Bas,Moyen,Privee,Negative,3,Oui,Licence,Proche,Homme,66
13,61,Bas,Moyen,Oui,8,84,Haut,Non,1,Moyen,Haut,Publique,Neutre,3,Oui,Master,Loin,Homme,60
33,69,Moyen,Haut,Oui,7,83,Moyen,Oui,2,Moyen,Bas,Publique,Neutre,2,Non,Master,Proche,Homme,71
22,84,Moyen,Moyen,Oui,9,88,Moyen,Oui,2,Bas,Haut,Privee,Neutre,4,Non,Master,Proche,Homme,71
19,71,Moyen,Moyen,Non,8,57,Moyen,Oui,2,Moyen,Haut,Publique,Positif,4,Non,Lycee,Moderee,Homme,65
17,87,Haut,Haut,Oui,9,83,Moyen,Oui,0,Bas,Haut,Publique,Neutre,2,Non,Licence,Moderee,Homme,69
17,84,Bas,Haut,Non,6,85,Moyen,Oui,1,Moyen,Bas,Publique,Positif,2,Non,Licence,Proche,Femme,67
34,61,Moyen,Moyen,Oui,6,67,Haut,Oui,1,Haut,Moyen,Privee,Neutre,2,Non,Master,Moderee,Homme,68
26,94,Bas,Moyen,Non,6,59,Haut,Oui,4,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,71
19,92,Moyen,Moyen,Oui,7,90,Moyen,Oui,1,Bas,Haut,Publique,Positif,2,Non,Lycee,Proche,Femme,70
9,65,Bas,Moyen,Oui,7,89,Moyen,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Lycee,Moderee,Homme,61
13,66,Moyen,Moyen,Oui,7,66,Bas,Oui,3,Moyen,Moyen,Publique,Negative,2,Non,Licence,Proche,Femme,62
15,98,Haut,Haut,Oui,7,61,Moyen,Oui,1,Bas,Haut,Privee,Positif,3,Non,Licence,Moderee,Femme,71
15,80,Moyen,Moyen,Oui,7,57,Bas,Oui,1,Bas,Moyen,Privee,Negative,4,Non,Lycee,Proche,Homme,63
18,100,Moyen,Bas,Oui,8,66,Haut,Non,3,Bas,Moyen,Publique,Negative,3,Non,Licence,Proche,Homme,69
19,91,Haut,Bas,Non,6,59,Moyen,Oui,5,Moyen,Haut,Publique,Neutre,4,Non,Licence,Moderee,Homme,70
17,79,Bas,Haut,Oui,7,82,Moyen,Oui,0,Moyen,Haut,Publique,Negative,2,Non,Licence,Proche,Homme,66
23,78,Haut,Bas,Oui,6,93,Moyen,Oui,0,Moyen,Haut,Privee,Positif,5,Non,Master,Proche,Homme,70
27,87,Moyen,Moyen,Oui,7,78,Bas,Oui,3,Bas,Moyen,Privee,Negative,5,Non,Lycee,Proche,Femme,71
19,96,Bas,Bas,Oui,5,70,Haut,Oui,0,Bas,Moyen,Publique,Positif,2,Non,Lycee,Loin,Homme,66
26,91,Haut,Moyen,Oui,7,57,Bas,Oui,3,Moyen,Moyen,Publique,Negative,3,Non,Licence,Proche,Homme,72
25,85,Moyen,Bas,Oui,8,94,Moyen,Oui,3,Moyen,Haut,Publique,Positif,3,Non,Lycee,Moderee,Homme,71
23,82,Moyen,Moyen,Non,9,69,Moyen,Oui,0,Haut,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,68
23,83,Haut,Haut,Oui,4,89,Bas,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Loin,Homme,99
17,78,Haut,Moyen,Oui,6,66,Moyen,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Licence,Moderee,Homme,67
28,63,Moyen,Moyen,Oui,7,91,Moyen,Oui,1,Bas,Moyen,Privee,Positif,1,Non,Lycee,Loin,Homme,65
18,61,Moyen,Moyen,Non,6,66,Moyen,Oui,1,Moyen,Haut,Publique,Positif,2,Non,Lycee,Moderee,Femme,62
23,75,Haut,Haut,Oui,6,93,Moyen,Non,2,Moyen,Bas,Publique,Neutre,3,Non,Master,Moderee,Femme,69
17,67,Haut,Haut,Oui,9,94,Moyen,Oui,2,Bas,Bas,Privee,Positif,3,Non,Lycee,Proche,Femme,66
32,87,Haut,Moyen,Oui,4,91,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,2,Non,Lycee,Moderee,Femme,74
18,64,Moyen,Moyen,Oui,8,90,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,63
26,72,Moyen,Moyen,Oui,8,76,Moyen,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Master,Proche,Homme,68
25,85,Moyen,Moyen,Non,8,58,Moyen,Oui,2,Moyen,Haut,Publique,Neutre,4,Non,Licence,Proche,Homme,70
3,79,Bas,Moyen,Oui,7,64,Bas,Oui,0,Moyen,Moyen,Publique,Negative,3,Non,Master,Loin,Femme,58
19,91,Moyen,Moyen,Non,8,59,Haut,Oui,1,Haut,Moyen,Publique,Neutre,2,Non,Master,Proche,Homme,69
5,93,Moyen,Moyen,Oui,7,81,Moyen,Non,1,Bas,Haut,Publique,Neutre,2,Non,Licence,Proche,Femme,65
17,90,Moyen,Moyen,Non,7,83,Bas,Oui,5,Moyen,Haut,Publique,Negative,3,Oui,Lycee,Proche,Homme,68
26,72,Moyen,Moyen,Non,10,54,Moyen,Non,2,Haut,Haut,Publique,Neutre,2,Non,Licence,Moderee,Homme,66
17,98,Moyen,Haut,Oui,7,68,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Licence,Moderee,Homme,70
19,82,Haut,Moyen,Oui,6,58,Bas,Oui,2,Moyen,Haut,Privee,Positif,3,Non,Licence,Proche,Femme,68
10,66,Moyen,Moyen,Non,4,74,Bas,Oui,2,Bas,Moyen,Publique,Negative,2,Non,Lycee,Moderee,Homme,59
18,85,Moyen,Moyen,Non,8,96,Moyen,Oui,0,Haut,Haut,Publique,Negative,3,Non,Licence,Moderee,Homme,68
25,93,Bas,Moyen,Non,8,93,Moyen,Oui,2,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,72
11,93,Moyen,Moyen,Oui,6,72,Bas,Oui,2,Bas,Moyen,Publique,Negative,3,Non,Licence,Moderee,Homme,66
19,78,Haut,Haut,Non,5,55,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Homme,66
17,77,Bas,Moyen,Non,9,67,Bas,Oui,0,Bas,Haut,Publique,Neutre,5,Oui,Lycee,Proche,Femme,62
16,99,Haut,Moyen,Oui,5,73,Haut,Oui,1,Moyen,Moyen,Privee,Positif,5,Oui,Licence,Loin,Homme,71
30,81,Moyen,Haut,Non,6,76,Moyen,Oui,0,Haut,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,72
24,70,Moyen,Haut,Non,8,59,Bas,Oui,2,Bas,Haut,Publique,Positif,5,Non,Lycee,Proche,Homme,67
19,75,Moyen,Bas,Non,6,64,Haut,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,64
22,93,Haut,Bas,Oui,9,97,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,3,Oui,Lycee,Proche,Homme,71
22,88,Moyen,Moyen,Non,9,68,Moyen,Non,2,Moyen,Moyen,Publique,Neutre,2,Oui,Lycee,Proche,Homme,66
22,83,Moyen,Moyen,Oui,5,73,Haut,Non,0,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,67
13,66,Bas,Moyen,Oui,6,69,Bas,Oui,2,Bas,Moyen,Privee,Positif,4,Non,Lycee,Proche,Homme,61
25,99,Bas,Moyen,Non,8,57,Moyen,Oui,1,Moyen,Bas,Privee,Positif,3,Non,Master,Moderee,Homme,70
22,85,Moyen,Moyen,Oui,4,79,Bas,Oui,1,Bas,Bas,Publique,Positif,3,Non,Lycee,Proche,Femme,68
21,66,Moyen,Moyen,Oui,7,52,Haut,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Loin,Femme,63
32,81,Haut,Moyen,Non,6,59,Haut,Oui,2,Haut,Moyen,Publique,Neutre,2,Non,Lycee,Moderee,Femme,71
30,86,Haut,Haut,Oui,6,87,Moyen,Oui,0,Bas,Bas,Privee,Positif,4,Non,Licence,Proche,Femme,73
24,75,Bas,Moyen,Oui,10,89,Bas,Oui,0,Moyen,Haut,Privee,Positif,3,Non,Licence,Proche,Femme,67
16,62,Moyen,Moyen,Non,7,73,Bas,Oui,3,Haut,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,62
7,72,Moyen,Moyen,Oui,4,94,Moyen,Oui,4,Moyen,Moyen,Privee,Positif,4,Non,Master,Proche,Homme,66
13,97,Moyen,Moyen,Oui,8,81,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,1,Non,Lycee,Loin,Homme,68
22,73,Bas,Moyen,Non,6,58,Haut,Oui,1,Moyen,Moyen,Privee,Positif,3,Non,Master,Moderee,Homme,65
26,84,Moyen,Haut,Oui,7,71,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Femme,70
21,83,Haut,Moyen,Non,6,78,Moyen,Oui,2,Haut,Haut,Publique,Positif,3,Oui,Lycee,Proche,Femme,69
19,67,Moyen,Moyen,Oui,6,55,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Homme,63
11,68,Haut,Moyen,Oui,5,87,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Oui,Lycee,Loin,Homme,62
26,88,Haut,Moyen,Oui,6,79,Moyen,Oui,1,Bas,Haut,Publique,Neutre,4,Non,Lycee,Loin,Homme,71
22,96,Moyen,Haut,Non,7,70,Moyen,Non,2,Moyen,Moyen,Privee,Negative,4,Non,Licence,Moderee,Homme,70
22,87,Haut,Haut,Oui,8,64,Moyen,Non,2,Moyen,Haut,Publique,Negative,3,Non,Lycee,Moderee,Femme,70
29,77,Moyen,Bas,Oui,7,68,Haut,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Loin,Femme,67
19,70,Moyen,Moyen,Oui,7,95,Haut,Non,0,Moyen,Haut,Privee,Positif,3,Non,Licence,Proche,Femme,66
13,72,Bas,Moyen,Non,6,93,Bas,Oui,1,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,61
21,78,Moyen,Moyen,Oui,10,55,Moyen,Oui,1,Haut,Bas,Privee,Positif,2,Non,Licence,Proche,Homme,67
25,69,Moyen,Moyen,Oui,7,70,Bas,Non,1,Haut,Haut,Publique,Positif,4,Non,Lycee,Loin,Femme,65
13,69,Moyen,Bas,Oui,5,68,Bas,Oui,0,Haut,Moyen,Publique,Positif,1,Oui,Lycee,Moderee,Femme,59
15,67,Moyen,Moyen,Non,4,74,Moyen,Oui,0,Bas,Moyen,Publique,Negative,3,Non,Licence,Moderee,Homme,61
17,61,Moyen,Moyen,Oui,7,87,Haut,Oui,5,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
26,76,Moyen,Moyen,Non,5,64,Bas,Oui,0,Moyen,Moyen,Publique,Positif,5,Non,Licence,Loin,Femme,66
31,67,Moyen,Bas,Non,7,92,Haut,Oui,2,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Loin,Femme,66
11,61,Moyen,Moyen,Oui,9,98,Haut,Oui,0,Moyen,Haut,Publique,Negative,2,Non,Lycee,Moderee,Homme,61
27,82,Moyen,Moyen,Oui,9,67,Bas,Oui,1,Bas,Haut,Privee,Neutre,2,Non,Lycee,Moderee,Homme,68
17,92,Moyen,Moyen,Oui,9,68,Haut,Oui,0,Moyen,Bas,Privee,Positif,3,Non,Licence,Proche,Femme,68
23,75,Moyen,Moyen,Oui,8,87,Bas,Oui,0,Haut,Bas,Publique,Positif,1,Non,Lycee,Proche,Femme,66
22,85,Moyen,Haut,Non,4,82,Moyen,Oui,1,Moyen,Haut,Publique,Positif,2,Non,Master,Proche,Homme,71
26,64,Haut,Moyen,Non,8,91,Haut,Oui,1,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,68
27,99,Haut,Moyen,Oui,6,57,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,73
13,99,Moyen,Moyen,Oui,7,58,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Homme,67
11,79,Moyen,Moyen,Non,8,71,Bas,Oui,1,Moyen,Moyen,Privee,Positif,2,Non,Licence,Moderee,Femme,63
2,67,Moyen,Moyen,Non,6,73,Bas,Oui,1,Bas,Moyen,Privee,Positif,2,Non,Licence,Moderee,Homme,58
31,77,Haut,Bas,Oui,5,53,Haut,Oui,1,Moyen,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Femme,68
21,94,Moyen,Moyen,Oui,7,73,Moyen,Oui,1,Moyen,Moyen,Privee,Positif,5,Non,Licence,Proche,Femme,71
21,95,Bas,Bas,Non,7,98,Bas,Oui,1,Bas,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,69
13,64,Haut,Haut,Oui,7,62,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,1,Non,Licence,Moderee,Femme,62
15,63,Haut,Bas,Oui,7,74,Moyen,Oui,4,Bas,Moyen,Publique,Negative,2,Non,Lycee,Moderee,Homme,62
22,86,Moyen,Bas,Non,9,85,Moyen,Oui,1,Moyen,Moyen,Publique,Negative,3,Non,Master,Proche,Femme,68
12,80,Haut,Haut,Oui,10,92,Haut,Oui,1,Haut,Haut,Publique,Positif,3,Non,Master,Moderee,Homme,70
24,76,Moyen,Moyen,Oui,6,67,Moyen,Oui,2,Haut,Moyen,Publique,Negative,3,Non,Licence,Proche,Femme,68
12,81,Bas,Moyen,Oui,5,68,Haut,Oui,0,Bas,Haut,Privee,Negative,2,Non,Lycee,Proche,Homme,62
17,71,Moyen,Moyen,Oui,10,53,Bas,Oui,0,Bas,Bas,Publique,Positif,3,Non,Lycee,Moderee,Homme,61
17,74,Moyen,Bas,Non,9,64,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,63
19,96,Moyen,Bas,Oui,5,86,Moyen,Non,3,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Homme,69
24,99,Haut,Moyen,Non,8,53,Haut,Oui,1,Bas,Moyen,Privee,Neutre,3,Oui,Lycee,Proche,Homme,70
18,89,Moyen,Bas,Non,8,76,Haut,Oui,0,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Homme,67
19,61,Haut,Moyen,Non,10,64,Moyen,Oui,3,Bas,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Homme,63
18,69,Haut,Moyen,Oui,7,100,Moyen,Oui,3,Moyen,Haut,Publique,Negative,2,Non,Lycee,Proche,Homme,67
28,67,Haut,Moyen,Oui,7,51,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,67
13,93,Moyen,Haut,Oui,7,51,Bas,Oui,1,Bas,Haut,Privee,Neutre,3,Non,Lycee,Proche,Femme,67
18,85,Moyen,Moyen,Oui,6,57,Bas,Oui,2,Moyen,Haut,Publique,Neutre,2,Non,Master,Moderee,Homme,67
4,73,Bas,Moyen,Oui,5,97,Haut,Oui,1,Bas,Haut,Publique,Negative,1,Non,Lycee,Proche,Homme,60
17,69,Moyen,Moyen,Oui,7,54,Haut,Oui,1,Haut,Bas,Publique,Neutre,2,Non,Lycee,Proche,Homme,63
17,98,Moyen,Moyen,Non,5,73,Bas,Oui,0,Bas,Haut,Publique,Negative,2,Non,Licence,Moderee,Homme,67
28,69,Moyen,Bas,Non,8,98,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,5,Non,Lycee,Proche,Homme,67
24,91,Moyen,Moyen,Oui,7,72,Moyen,Oui,3,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Moderee,Homme,71
8,77,Moyen,Bas,Oui,7,90,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,0,Non,Lycee,Moderee,Homme,61
18,68,Haut,Haut,Oui,8,52,Haut,Oui,0,Haut,Haut,Publique,Positif,3,Non,Licence,Proche,Homme,67
24,68,Haut,Moyen,Non,8,56,Bas,Oui,3,Haut,Haut,Publique,Neutre,1,Non,Licence,Proche,Homme,67
16,61,Moyen,Bas,Non,8,91,Haut,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Licence,Moderee,Homme,63
16,80,Haut,Moyen,Non,8,55,Haut,Non,0,Bas,Moyen,Publique,Positif,6,Non,Licence,Moderee,Homme,65
16,89,Moyen,Moyen,Oui,9,74,Moyen,Non,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Loin,Homme,65
33,64,Moyen,Bas,Oui,10,76,Bas,Oui,2,Haut,Haut,Privee,Neutre,3,Non,Lycee,Proche,Homme,68
14,94,Haut,Haut,Oui,8,83,Moyen,Oui,4,Moyen,Bas,Publique,Negative,5,Oui,Master,Proche,Femme,71
19,64,Moyen,Moyen,Oui,9,56,Bas,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Master,Loin,Femme,63
25,91,Bas,Moyen,Oui,8,96,Moyen,Oui,3,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,72
14,76,Haut,Moyen,Oui,5,71,Moyen,Oui,1,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,64
20,95,Moyen,Moyen,Oui,6,74,Moyen,Oui,1,Haut,Bas,Publique,Positif,4,Non,Lycee,Loin,Femme,70
22,90,Moyen,Moyen,Oui,7,66,Bas,Oui,0,Bas,Moyen,Publique,Positif,1,Non,Master,Proche,Homme,69
17,97,Haut,Bas,Oui,8,89,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,4,Non,Licence,Proche,Homme,70
11,88,Moyen,Bas,Oui,7,73,Bas,Oui,1,Moyen,Bas,Privee,Neutre,3,Oui,Licence,Proche,Femme,63
14,60,Bas,Bas,Oui,9,67,Bas,Oui,3,Haut,Haut,Publique,Positif,3,Non,Lycee,Proche,Femme,61
22,67,Moyen,Moyen,Oui,7,59,Haut,Oui,2,Bas,Haut,Publique,Positif,3,Non,Master,Proche,Homme,67
12,98,Moyen,Haut,Non,4,68,Moyen,Oui,3,Bas,Haut,Publique,Neutre,2,Non,Lycee,Proche,Femme,69
22,83,Bas,Moyen,Oui,5,70,Haut,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Licence,Loin,Homme,67
8,86,Haut,Bas,Oui,8,98,Bas,Oui,1,Bas,Moyen,Privee,Neutre,1,Non,Licence,Proche,Homme,65
32,61,Haut,Moyen,Oui,7,69,Haut,Oui,0,Haut,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,68
23,71,Moyen,Moyen,Oui,5,50,Moyen,Oui,1,Bas,Haut,Publique,Positif,1,Non,Licence,Proche,Femme,65
27,90,Moyen,Moyen,Non,7,82,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Femme,71
26,71,Bas,Haut,Non,8,100,Bas,Oui,1,Bas,Haut,Privee,Positif,4,Non,Licence,Proche,Femme,69
20,71,Bas,Moyen,Non,8,70,Moyen,Oui,0,Moyen,Haut,Privee,Neutre,3,Non,Lycee,Loin,Femme,62
21,96,Moyen,Moyen,Non,8,64,Haut,Oui,2,Moyen,Haut,Publique,Neutre,0,Non,Licence,Proche,Homme,71
17,82,Moyen,Bas,Non,6,88,Bas,Oui,2,Bas,Bas,Privee,Neutre,3,Non,Master,Proche,Homme,65
24,89,Moyen,Haut,Oui,5,68,Moyen,Oui,0,Bas,Haut,Publique,Positif,2,Non,Master,Proche,Femme,71
21,66,Moyen,Moyen,Oui,7,63,Moyen,Oui,0,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,64
17,86,Moyen,Moyen,Non,7,61,Moyen,Non,2,Haut,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Homme,66
18,82,Bas,Moyen,Non,9,73,Bas,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Licence,Proche,Femme,66
32,82,Bas,Moyen,Oui,8,88,Bas,Oui,0,Haut,Moyen,Publique,Positif,2,Non,Licence,Moderee,Homme,71
16,99,Bas,Moyen,Oui,5,83,Bas,Oui,0,Bas,Haut,Privee,Neutre,4,Non,Master,Proche,Femme,69
17,61,Moyen,Haut,Oui,7,58,Bas,Oui,2,Bas,Moyen,Publique,Positif,3,Oui,Lycee,Proche,Femme,61
16,79,Haut,Haut,Oui,6,71,Moyen,Oui,2,Bas,Haut,Publique,Neutre,4,Non,Lycee,Proche,Femme,68
23,96,Moyen,Bas,Non,9,99,Moyen,Oui,0,Haut,Moyen,Privee,Neutre,2,Non,Licence,Proche,Femme,71
27,99,Moyen,Haut,Non,5,63,Moyen,Oui,0,Moyen,Haut,Publique,Neutre,4,Non,Lycee,Proche,Femme,73
13,87,Haut,Moyen,Oui,4,96,Bas,Oui,3,Bas,Bas,Publique,Neutre,3,Oui,Licence,Proche,Homme,67
21,63,Moyen,Bas,Non,8,74,Moyen,Oui,0,Bas,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,61
8,85,Moyen,Bas,Oui,9,54,Bas,Oui,1,Bas,Haut,Privee,Positif,3,Non,Lycee,Proche,Homme,62
11,70,Moyen,Bas,Oui,7,66,Bas,Oui,1,Moyen,Haut,Publique,Negative,3,Non,Lycee,Proche,Femme,60
21,79,Bas,Moyen,Oui,7,84,Bas,Oui,2,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,66
19,68,Moyen,Moyen,Oui,5,80,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,3,Oui,Lycee,Moderee,Homme,78
18,90,Haut,Haut,Non,8,71,Haut,Non,0,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,68
19,79,Moyen,Haut,Oui,7,66,Bas,Oui,3,Haut,Moyen,Publique,Positif,3,Oui,Lycee,Proche,Homme,67
23,79,Haut,Haut,Oui,6,54,Bas,Oui,1,Bas,Moyen,Publique,Neutre,1,Non,Lycee,Moderee,Homme,67
21,98,Bas,Haut,Oui,8,51,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,69
21,94,Moyen,Moyen,Non,8,88,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,71
11,79,Haut,Haut,Oui,5,99,Moyen,Oui,1,Haut,Bas,Publique,Positif,3,Non,Lycee,Proche,Femme,68
23,97,Haut,Haut,Oui,8,57,Bas,Non,2,Haut,Moyen,Publique,Positif,1,Non,Master,Loin,Homme,72
20,90,Haut,Moyen,Oui,4,56,Moyen,Oui,0,Bas,Haut,Privee,Positif,1,Non,Lycee,Moderee,Homme,68
25,81,Moyen,Bas,Oui,8,86,Moyen,Oui,1,Bas,Moyen,Publique,Negative,3,Non,Master,Proche,Homme,68
19,99,Bas,Bas,Non,8,79,Haut,Oui,3,Moyen,Moyen,Privee,Positif,4,Non,Lycee,Proche,Homme,70
