Heures_Etudiees,Presence,Implication_Parentale,Acces_aux_Ressources,Activites_Extrascolaires,Heures_Sommeil,Scores_Precedents,Niveau_Motivation,Acces_Internet,Sessions_Tutorat,Revenu_Famille,Qualite_Enseignant,Type_Ecole,Influence_Entourage,Activite_Physique,Troubles_Apprentissage,Niveau_Education_Parents,Distance_Maison,Genre,Score_Examen
16,80,Haut,Moyen,Oui,8,98,Haut,Oui,2,Moyen,Haut,Privee,Positif,4,Non,Master,Proche,Homme,71
19,84,Moyen,Moyen,Non,8,97,Haut,Oui,2,Moyen,Moyen,Publique,Neutre,1,Oui,Licence,Proche,Homme,68
15,88,Haut,Haut,Oui,6,95,Moyen,Oui,2,Bas,Moyen,Publique,Negative,4,Non,Lycee,Proche,Femme,70
25,93,Moyen,Moyen,Oui,10,60,Bas,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Homme,70
18,65,Moyen,Haut,Oui,6,60,Bas,Oui,0,Moyen,Haut,Privee,Neutre,3,Non,Lycee,Moderee,Femme,62
3,92,Haut,Bas,Oui,5,95,Haut,Oui,3,Moyen,Moyen,Publique,Neutre,1,Non,Master,Proche,Femme,67
18,79,Moyen,Moyen,Non,8,70,Haut,Oui,3,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Femme,68
14,78,Haut,Haut,Oui,5,90,Moyen,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Master,Proche,Femme,68
10,77,Haut,Haut,Non,7,84,Bas,Oui,2,Bas,Haut,Privee,Neutre,1,Non,Lycee,Loin,Homme,64
13,80,Moyen,Haut,Non,9,88,Moyen,Oui,1,Haut,Haut,Publique,Positif,3,Non,Master,Proche,Homme,68
21,98,Bas,Haut,Oui,8,51,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,69
28,82,Moyen,Haut,Non,7,71,Bas,Oui,1,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,70
22,98,Moyen,Moyen,Oui,6,93,Moyen,Oui,4,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Femme,73
16,67,Haut,Moyen,Oui,9,74,Moyen,Oui,1,Haut,Haut,Publique,Positif,3,Non,Master,Moderee,Homme,66
23,89,Bas,Moyen,Non,5,85,Bas,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Master,Moderee,Homme,68
17,92,Bas,Moyen,Oui,8,88,Haut,Non,1,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,68
16,87,Bas,Moyen,Oui,10,56,Bas,Oui,2,Moyen,Haut,Privee,Neutre,0,Non,Master,Moderee,Femme,65
13,84,Moyen,Moyen,Oui,8,58,Haut,Oui,2,Bas,Bas,Publique,Neutre,3,Non,Master,Proche,Femme,66
9,83,Haut,Bas,Oui,7,86,Moyen,Oui,0,Bas,Moyen,Publique,Negative,1,Non,Licence,Loin,Femme,62
18,94,Bas,Bas,Oui,7,53,Bas,Oui,3,Moyen,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,67
21,93,Moyen,Haut,Oui,6,67,Haut,Oui,1,Moyen,Haut,Publique,Positif,3,Non,Master,Proche,Femme,73
19,65,Moyen,Bas,Oui,6,96,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,2,Non,Master,Proche,Homme,65
18,94,Haut,Bas,Non,7,79,Haut,Oui,2,Haut,Moyen,Privee,Neutre,4,Non,Lycee,Proche,Femme,70
14,77,Haut,Moyen,Oui,8,96,Moyen,Oui,3,Moyen,Moyen,Publique,Neutre,2,Non,Master,Proche,Homme,68
24,70,Haut,Moyen,Oui,9,65,Moyen,Oui,3,Moyen,Bas,Privee,Positif,3,Non,Lycee,Moderee,Homme,67
12,95,Bas,Moyen,Oui,4,82,Haut,Oui,2,Bas,Moyen,Publique,Negative,3,Non,Lycee,Moderee,Homme,66
25,77,Moyen,Bas,Non,4,64,Bas,Oui,3,Bas,Moyen,Publique,Neutre,4,Oui,Licence,Proche,Femme,65
14,92,Haut,Bas,Oui,9,56,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Femme,66
15,71,Haut,Haut,Non,7,100,Bas,Oui,2,Bas,Bas,Publique,Neutre,4,Non,Lycee,Proche,Homme,66
11,60,Moyen,Haut,Non,7,59,Haut,Oui,2,Bas,Moyen,Publique,Positif,1,Non,Licence,Moderee,Homme,60
17,80,Haut,Bas,Oui,8,59,Moyen,Oui,0,Haut,Haut,Publique,Negative,4,Non,Licence,Proche,Femme,66
26,64,Haut,Moyen,Oui,7,92,Bas,Oui,2,Bas,Haut,Privee,Positif,4,Non,Licence,Moderee,Femme,68
23,90,Moyen,Moyen,Oui,10,90,Bas,Oui,3,Bas,Moyen,Publique,Positif,5,Non,Lycee,Proche,Homme,72
26,71,Bas,Haut,Non,8,99,Moyen,Non,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,68
23,78,Moyen,Moyen,Oui,6,54,Haut,Oui,0,Bas,Moyen,Publique,Neutre,3,Non,Master,Proche,Femme,67
13,63,Haut,Moyen,Non,6,55,Haut,Oui,0,Moyen,Bas,Publique,Positif,4,Non,Master,Proche,Homme,62
18,71,Moyen,Moyen,Non,7,72,Haut,Oui,0,Haut,Haut,Publique,Positif,5,Non,Licence,Moderee,Femme,66
15,91,Haut,Moyen,Non,6,80,Moyen,Oui,0,Bas,Moyen,Privee,Positif,3,Non,Master,Proche,Homme,69
28,66,Moyen,Moyen,Non,10,52,Bas,Oui,0,Bas,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,64
13,86,Bas,Moyen,Non,7,58,Moyen,Non,0,Moyen,Moyen,Privee,Positif,3,Non,Lycee,Proche,Homme,63
25,87,Haut,Moyen,Oui,8,83,Moyen,Oui,0,Moyen,Haut,Privee,Positif,4,Non,Licence,Moderee,Homme,72
31,92,Moyen,Moyen,Oui,9,54,Moyen,Non,1,Bas,Moyen,Privee,Positif,3,Non,Licence,Proche,Homme,71
18,64,Bas,Haut,Oui,9,97,Moyen,Oui,2,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Moderee,Femme,64
24,70,Haut,Haut,Non,6,63,Bas,Non,0,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
34,96,Moyen,Moyen,Oui,5,94,Haut,Oui,1,Moyen,Haut,Publique,Negative,5,Oui,Lycee,Moderee,Femme,75
16,89,Haut,Moyen,Non,9,96,Moyen,Oui,2,Moyen,Bas,Publique,Positif,3,Non,Licence,Loin,Homme,69
11,86,Moyen,Moyen,Non,5,75,Moyen,Oui,1,Moyen,Bas,Publique,Neutre,4,Non,Master,Moderee,Femme,65
9,87,Bas,Bas,Non,8,71,Bas,Non,0,Bas,Haut,Publique,Neutre,1,Non,Licence,Moderee,Homme,60
24,77,Moyen,Moyen,Oui,6,64,Moyen,Oui,2,Haut,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,69
9,62,Haut,Haut,Oui,9,90,Haut,Oui,4,Haut,Moyen,Publique,Neutre,4,Non,Licence,Loin,Homme,65
18,91,Bas,Moyen,Oui,5,60,Bas,Oui,0,Haut,Haut,Privee,Positif,4,Non,Lycee,Moderee,Homme,67
23,87,Haut,Bas,Non,6,81,Bas,Oui,5,Moyen,Haut,Privee,Neutre,2,Non,Lycee,Loin,Femme,70
21,79,Moyen,Bas,Oui,8,78,Bas,Oui,1,Bas,Haut,Publique,Positif,4,Non,Licence,Moderee,Femme,66
23,96,Moyen,Moyen,Oui,8,62,Moyen,Oui,0,Bas,Haut,Publique,Neutre,4,Non,Lycee,Moderee,Femme,69
21,73,Moyen,Moyen,Oui,9,99,Moyen,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Master,Proche,Homme,69
28,72,Haut,Moyen,Oui,8,92,Bas,Oui,1,Moyen,Moyen,Publique,Negative,2,Non,Lycee,Proche,Femme,68
14,95,Moyen,Moyen,Oui,8,51,Moyen,Oui,5,Moyen,Moyen,Privee,Positif,4,Non,Licence,Proche,Femme,70
16,92,Moyen,Bas,Non,9,71,Haut,Oui,2,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Moderee,Femme,66
15,81,Haut,Moyen,Non,5,68,Bas,Non,0,Moyen,Haut,Publique,Positif,3,Non,Lycee,Proche,Femme,65
25,65,Bas,Moyen,Non,6,94,Moyen,Oui,1,Bas,Haut,Publique,Negative,4,Non,Licence,Proche,Homme,65
25,69,Bas,Moyen,Oui,5,63,Moyen,Oui,1,Haut,Moyen,Privee,Neutre,2,Non,Lycee,Proche,Homme,65
23,86,Bas,Moyen,Oui,4,100,Moyen,Oui,0,Bas,Haut,Publique,Negative,3,Non,Master,Proche,Homme,69
27,75,Moyen,Moyen,Non,8,60,Moyen,Oui,4,Moyen,Moyen,Publique,Positif,2,Non,Master,Moderee,Femme,69
13,93,Moyen,Haut,Non,9,62,Bas,Oui,0,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Moderee,Homme,65
30,98,Haut,Haut,Oui,8,83,Haut,Non,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,76
29,92,Moyen,Haut,Non,8,58,Bas,Oui,2,Moyen,Bas,Privee,Neutre,3,Non,Licence,Proche,Homme,72
24,75,Moyen,Bas,Non,7,94,Moyen,Oui,2,Moyen,Haut,Publique,Negative,4,Non,Lycee,Proche,Homme,67
31,92,Haut,Moyen,Oui,7,55,Moyen,Oui,3,Bas,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,74
10,74,Moyen,Moyen,Oui,10,99,Haut,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Licence,Proche,Homme,66
17,67,Haut,Haut,Oui,9,94,Moyen,Oui,2,Bas,Bas,Privee,Positif,3,Non,Lycee,Proche,Femme,66
16,61,Moyen,Haut,Non,6,92,Haut,Oui,4,Haut,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,66
24,75,Bas,Haut,Oui,9,70,Haut,Oui,5,Haut,Haut,Publique,Negative,5,Non,Licence,Proche,Femme,71
14,96,Moyen,Bas,Non,9,76,Moyen,Oui,0,Bas,Haut,Publique,Neutre,3,Non,Lycee,Moderee,Homme,66
25,70,Bas,Haut,Non,8,73,Haut,Oui,1,Bas,Bas,Publique,Negative,2,Non,Master,Proche,Homme,65
28,68,Bas,Haut,Oui,8,99,Moyen,Oui,1,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,69
24,99,Moyen,Bas,Oui,8,52,Bas,Oui,1,Bas,Haut,Publique,Negative,2,Non,Lycee,Proche,Homme,69
14,91,Bas,Moyen,Non,5,98,Haut,Oui,0,Haut,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,68
27,61,Moyen,Moyen,Non,5,70,Moyen,Oui,2,Bas,Bas,Publique,Neutre,2,Non,Licence,Proche,Homme,64
25,97,Moyen,Haut,Oui,5,82,Haut,Oui,1,Bas,Haut,Publique,Negative,5,Non,Licence,Moderee,Homme,73
20,66,Bas,Haut,Oui,4,95,Haut,Oui,2,Haut,Moyen,Publique,Neutre,2,Non,Lycee,Moderee,Femme,66
17,82,Moyen,Haut,Non,6,65,Bas,Oui,4,Bas,Moyen,Privee,Positif,3,Non,Lycee,Moderee,Femme,67
8,71,Haut,Moyen,Oui,8,97,Moyen,Oui,3,Moyen,Moyen,Privee,Neutre,1,Oui,Lycee,Proche,Femme,63
14,63,Moyen,Moyen,Oui,8,64,Haut,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Moderee,Homme,61
31,62,Moyen,Moyen,Oui,8,91,Haut,Oui,4,Haut,Haut,Publique,Positif,4,Non,Lycee,Moderee,Homme,71
12,65,Bas,Moyen,Oui,6,64,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Femme,61
21,63,Moyen,Bas,Oui,7,54,Bas,Oui,1,Moyen,Moyen,Privee,Positif,3,Non,Licence,Moderee,Femme,62
26,90,Haut,Haut,Oui,8,91,Moyen,Oui,1,Haut,Haut,Privee,Neutre,4,Oui,Lycee,Proche,Homme,74
12,79,Moyen,Moyen,Non,8,73,Moyen,Oui,2,Moyen,Moyen,Privee,Neutre,4,Non,Lycee,Proche,Homme,65
21,74,Bas,Bas,Oui,6,70,Bas,Oui,2,Bas,Haut,Publique,Positif,3,Non,Lycee,Moderee,Femme,64
26,77,Bas,Bas,Non,7,71,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,4,Non,Master,Moderee,Homme,66
37,96,Haut,Moyen,Oui,7,63,Moyen,Oui,0,Moyen,Haut,Privee,Positif,4,Non,Lycee,Proche,Homme,76
10,89,Moyen,Moyen,Oui,6,62,Moyen,Oui,4,Bas,Moyen,Publique,Positif,3,Non,Master,Moderee,Homme,67
26,95,Moyen,Haut,Non,9,74,Bas,Oui,3,Bas,Moyen,Privee,Neutre,3,Oui,Lycee,Proche,Femme,71
19,73,Haut,Moyen,Non,6,52,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,65
25,75,Bas,Bas,Oui,7,82,Moyen,Oui,3,Moyen,Haut,Privee,Negative,4,Non,Master,Proche,Homme,68
23,85,Moyen,Moyen,Oui,6,91,Bas,Oui,1,Bas,Haut,Publique,Neutre,3,Non,Lycee,Loin,Homme,68
16,85,Haut,Bas,Oui,6,86,Bas,Oui,3,Haut,Haut,Privee,Neutre,2,Non,Lycee,Loin,Homme,67
21,79,Moyen,Bas,Non,8,73,Moyen,Oui,1,Bas,Bas,Publique,Neutre,2,Non,Lycee,Proche,Femme,64
9,76,Bas,Haut,Non,6,78,Bas,Non,0,Moyen,Moyen,Publique,Negative,4,Oui,Master,Proche,Homme,60
22,93,Haut,Moyen,Oui,4,96,Haut,Oui,1,Haut,Bas,Privee,Positif,2,Non,Licence,Proche,Homme,73
24,77,Moyen,Moyen,Oui,8,78,Bas,Oui,2,Haut,Haut,Privee,Positif,3,Non,Lycee,Moderee,Homme,69
26,89,Haut,Moyen,Non,7,66,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,5,Oui,Licence,Proche,Homme,70
22,71,Moyen,Moyen,Non,7,65,Bas,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Licence,Proche,Homme,64
21,64,Haut,Bas,Oui,7,83,Haut,Oui,2,Bas,Bas,Publique,Neutre,3,Non,Lycee,Moderee,Femme,64
15,74,Haut,Moyen,Oui,8,79,Moyen,Oui,0,Haut,Moyen,Publique,Negative,3,Non,Licence,Proche,Homme,65
16,76,Moyen,Moyen,Non,7,59,Bas,Oui,0,Bas,Moyen,Publique,Neutre,2,Non,Licence,Proche,Femme,62
29,93,Moyen,Moyen,Oui,7,84,Moyen,Oui,0,Haut,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,72
19,74,Moyen,Bas,Oui,5,65,Haut,Non,1,Bas,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,64
20,83,Moyen,Moyen,Oui,7,75,Moyen,Oui,0,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Femme,67
15,63,Haut,Haut,Oui,9,63,Bas,Non,4,Haut,Haut,Privee,Negative,3,Non,Licence,Proche,Homme,64
27,67,Bas,Moyen,Non,6,54,Moyen,Oui,0,Moyen,Bas,Privee,Negative,2,Non,Lycee,Loin,Homme,61
24,96,Moyen,Haut,Oui,5,69,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,72
32,84,Moyen,Moyen,Oui,8,87,Moyen,Non,2,Moyen,Moyen,Publique,Positif,1,Non,Lycee,Loin,Homme,70
15,98,Moyen,Haut,Non,8,61,Moyen,Oui,4,Bas,Moyen,Publique,Positif,2,Non,Lycee,Moderee,Femme,70
18,100,Moyen,Moyen,Non,6,88,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Moderee,Homme,71
21,75,Haut,Haut,Non,7,83,Bas,Oui,1,Moyen,Moyen,Publique,Positif,2,Non,Licence,Proche,Femme,68
24,72,Moyen,Moyen,Non,7,75,Moyen,Oui,3,Haut,Moyen,Privee,Neutre,2,Non,Licence,Proche,Femme,68
19,94,Haut,Haut,Non,7,99,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,1,Oui,Lycee,Proche,Homme,70
15,100,Haut,Haut,Non,8,94,Haut,Oui,2,Moyen,Haut,Publique,Negative,3,Non,Licence,Proche,Homme,73
25,85,Haut,Moyen,Non,6,78,Bas,Oui,2,Moyen,Haut,Publique,Neutre,1,Non,Lycee,Loin,Femme,69
24,92,Moyen,Haut,Non,8,78,Haut,Oui,0,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,71
15,91,Bas,Moyen,Non,6,64,Bas,Oui,1,Bas,Haut,Publique,Positif,3,Oui,Lycee,Proche,Homme,64
28,74,Moyen,Moyen,Non,9,96,Bas,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Femme,68
27,83,Moyen,Moyen,Non,10,95,Moyen,Oui,0,Haut,Bas,Privee,Neutre,4,Non,Lycee,Moderee,Femme,69
21,93,Haut,Bas,Non,6,87,Moyen,Oui,1,Bas,Haut,Publique,Positif,2,Non,Lycee,Proche,Femme,70
23,61,Moyen,Haut,Oui,8,85,Moyen,Oui,1,Moyen,Haut,Privee,Positif,0,Non,Lycee,Proche,Homme,66
15,73,Moyen,Haut,Non,7,63,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,5,Non,Master,Moderee,Homme,65
20,66,Moyen,Haut,Oui,8,59,Bas,Oui,4,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,66
7,69,Bas,Moyen,Oui,6,88,Moyen,Oui,0,Bas,Haut,Privee,Negative,4,Non,Master,Proche,Femme,61
25,96,Bas,Moyen,Non,7,98,Moyen,Oui,0,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,71
11,61,Haut,Bas,Oui,6,55,Moyen,Oui,5,Haut,Bas,Publique,Neutre,3,Non,Lycee,Loin,Homme,60
29,69,Moyen,Moyen,Oui,7,58,Moyen,Oui,1,Bas,Bas,Publique,Positif,2,Non,Licence,Proche,Homme,66
18,72,Bas,Bas,Oui,5,61,Bas,Oui,1,Moyen,Moyen,Privee,Negative,4,Non,Licence,Moderee,Homme,61
19,85,Moyen,Moyen,Oui,7,98,Haut,Oui,2,Moyen,Moyen,Publique,Negative,3,Oui,Lycee,Moderee,Femme,68
16,81,Moyen,Haut,Oui,5,85,Haut,Non,2,Bas,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,68
18,69,Moyen,Moyen,Oui,6,84,Moyen,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,65
29,67,Haut,Bas,Non,7,75,Moyen,Non,3,Bas,Moyen,Publique,Neutre,1,Non,Lycee,Proche,Femme,65
5,69,Moyen,Moyen,Oui,8,77,Moyen,Non,2,Bas,Haut,Publique,Negative,2,Non,Licence,Proche,Femme,60
28,80,Bas,Moyen,Non,8,65,Bas,Oui,2,Bas,Moyen,Privee,Neutre,2,Non,Licence,Proche,Homme,67
22,71,Haut,Moyen,Non,8,58,Moyen,Non,2,Bas,Moyen,Publique,Negative,4,Non,Licence,Proche,Femme,65
13,98,Haut,Moyen,Oui,5,89,Haut,Oui,1,Haut,Moyen,Publique,Negative,3,Non,Lycee,Proche,Homme,70
14,79,Moyen,Moyen,Non,9,74,Moyen,Oui,1,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Homme,64
30,62,Moyen,Haut,Oui,6,63,Moyen,Oui,2,Bas,Haut,Publique,Positif,4,Non,Lycee,Moderee,Homme,68
14,89,Haut,Moyen,Non,6,82,Haut,Oui,2,Moyen,Moyen,Publique,Negative,4,Non,Licence,Moderee,Femme,69
13,73,Moyen,Haut,Oui,7,60,Haut,Oui,0,Haut,Haut,Publique,Neutre,3,Non,Licence,Proche,Femme,65
27,86,Moyen,Moyen,Non,6,74,Moyen,Oui,2,Haut,Haut,Privee,Neutre,3,Non,Lycee,Proche,Homme,71
22,71,Moyen,Moyen,Oui,8,60,Bas,Oui,1,Moyen,Haut,Publique,Neutre,4,Non,Lycee,Moderee,Femme,65
14,83,Moyen,Haut,Oui,8,88,Bas,Oui,0,Haut,Moyen,Publique,Negative,2,Oui,Lycee,Moderee,Homme,65
21,91,Moyen,Moyen,Oui,6,66,Haut,Oui,0,Moyen,Moyen,Publique,Positif,2,Oui,Licence,Loin,Femme,68
14,97,Moyen,Bas,Non,7,72,Haut,Oui,1,Bas,Bas,Publique,Neutre,3,Non,Lycee,Proche,Femme,66
27,70,Bas,Bas,Oui,7,88,Moyen,Non,1,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
26,73,Haut,Haut,Oui,8,83,Bas,Oui,2,Moyen,Moyen,Publique,Positif,4,Non,Licence,Proche,Homme,71
23,79,Bas,Moyen,Oui,6,70,Moyen,Oui,3,Moyen,Haut,Publique,Negative,4,Non,Master,Moderee,Femme,68
22,97,Moyen,Moyen,Oui,6,54,Moyen,Non,2,Haut,Moyen,Publique,Neutre,2,Non,Licence,Proche,Homme,70
20,64,Haut,Bas,Oui,6,50,Haut,Oui,0,Bas,Moyen,Privee,Neutre,2,Non,Lycee,Proche,Homme,62
13,65,Moyen,Haut,Non,5,87,Bas,Oui,1,Moyen,Moyen,Publique,Positif,2,Oui,Lycee,Moderee,Femme,61
23,80,Haut,Haut,Oui,6,97,Moyen,Oui,0,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,70
14,74,Moyen,Moyen,Oui,8,54,Haut,Oui,2,Bas,Bas,Publique,Neutre,2,Non,Lycee,Moderee,Homme,62
18,66,Haut,Haut,Non,9,62,Moyen,Oui,2,Haut,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Femme,65
22,85,Haut,Moyen,Non,6,66,Bas,Oui,0,Bas,Moyen,Privee,Positif,4,Non,Licence,Proche,Homme,68
20,98,Moyen,Haut,Oui,4,73,Moyen,Oui,2,Moyen,Bas,Privee,Positif,1,Non,Lycee,Loin,Homme,70
14,100,Moyen,Bas,Non,7,76,Bas,Oui,1,Moyen,Moyen,Privee,Neutre,3,Non,Master,Proche,Femme,68
27,75,Bas,Moyen,Non,10,86,Moyen,Non,3,Moyen,Moyen,Privee,Positif,6,Non,Master,Proche,Femme,69
34,84,Moyen,Haut,Oui,6,95,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,3,Non,Master,Loin,Homme,73
21,94,Moyen,Moyen,Oui,7,73,Moyen,Oui,1,Moyen,Moyen,Privee,Positif,5,Non,Licence,Proche,Femme,71
15,65,Bas,Haut,Oui,5,87,Moyen,Oui,0,Bas,Haut,Privee,Neutre,4,Non,Lycee,Proche,Femme,63
11,88,Haut,Moyen,Oui,7,56,Bas,Oui,2,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Proche,Homme,66
22,76,Haut,Bas,Oui,7,66,Bas,Oui,1,Bas,Haut,Privee,Positif,4,Non,Master,Proche,Homme,67
23,76,Moyen,Bas,Oui,5,85,Moyen,Oui,1,Moyen,Bas,Publique,Neutre,3,Non,Lycee,Proche,Femme,66
20,63,Haut,Haut,Oui,5,95,Moyen,Oui,2,Haut,Haut,Publique,Positif,3,Non,Licence,Proche,Homme,69
16,88,Moyen,Haut,Oui,5,94,Haut,Oui,4,Moyen,Moyen,Privee,Positif,6,Non,Licence,Moderee,Homme,72
13,70,Moyen,Haut,Oui,6,66,Moyen,Oui,1,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Proche,Homme,63
25,72,Moyen,Haut,Oui,8,62,Moyen,Oui,2,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,67
25,65,Bas,Moyen,Non,6,64,Moyen,Oui,1,Moyen,Moyen,Privee,Negative,4,Non,Licence,Proche,Homme,64
11,95,Moyen,Moyen,Oui,9,64,Haut,Oui,4,Bas,Moyen,Publique,Positif,4,Non,Lycee,Moderee,Homme,68
30,80,Haut,Haut,Non,6,54,Haut,Oui,1,Haut,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,71
23,83,Moyen,Bas,Oui,7,57,Moyen,Non,2,Moyen,Haut,Publique,Positif,4,Non,Lycee,Moderee,Femme,67
28,83,Moyen,Bas,Non,8,61,Moyen,Oui,1,Bas,Moyen,Privee,Negative,5,Oui,Master,Proche,Homme,67
12,76,Moyen,Moyen,Oui,9,50,Moyen,Oui,2,Moyen,Haut,Publique,Negative,3,Non,Licence,Proche,Homme,64
12,68,Haut,Bas,Non,6,52,Bas,Oui,5,Haut,Haut,Publique,Neutre,3,Non,Licence,Proche,Homme,63
19,90,Haut,Haut,Non,8,85,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,4,Non,Licence,Proche,Homme,72
23,65,Bas,Moyen,Oui,6,81,Bas,Oui,2,Bas,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Femme,63
31,64,Haut,Moyen,Non,10,97,Bas,Oui,2,Moyen,Moyen,Privee,Negative,4,Non,Lycee,Loin,Femme,67
24,88,Bas,Moyen,Oui,5,70,Moyen,Non,1,Bas,Moyen,Privee,Positif,2,Non,Master,Proche,Homme,68
19,68,Bas,Haut,Oui,8,72,Haut,Oui,2,Bas,Haut,Privee,Neutre,3,Non,Licence,Loin,Homme,64
14,72,Moyen,Haut,Non,9,53,Moyen,Oui,4,Moyen,Moyen,Publique,Negative,3,Non,Master,Proche,Homme,65
27,79,Moyen,Bas,Oui,5,58,Haut,Oui,2,Moyen,Moyen,Privee,Neutre,1,Non,Master,Loin,Femme,68
14,78,Moyen,Haut,Oui,8,85,Moyen,Oui,2,Bas,Moyen,Privee,Negative,4,Non,Lycee,Proche,Homme,66
30,88,Moyen,Moyen,Oui,6,62,Haut,Oui,4,Bas,Moyen,Privee,Positif,5,Non,Licence,Loin,Femme,73
18,85,Bas,Moyen,Oui,10,89,Moyen,Oui,1,Haut,Moyen,Privee,Positif,3,Non,Lycee,Proche,Femme,68
30,86,Moyen,Haut,Non,4,85,Haut,Oui,2,Moyen,Moyen,Privee,Neutre,5,Oui,Master,Loin,Homme,72
24,89,Moyen,Moyen,Oui,5,87,Moyen,Non,3,Haut,Moyen,Publique,Neutre,0,Non,Lycee,Proche,Femme,70
19,72,Moyen,Moyen,Oui,5,85,Haut,Oui,1,Bas,Moyen,Privee,Neutre,4,Non,Licence,Proche,Femme,66
17,73,Bas,Moyen,Oui,5,85,Haut,Oui,3,Moyen,Moyen,Publique,Positif,1,Non,Licence,Proche,Femme,66
18,78,Bas,Bas,Oui,8,77,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,4,Non,Licence,Proche,Femme,66
23,72,Haut,Bas,Oui,10,84,Bas,Oui,2,Bas,Moyen,Publique,Negative,2,Non,Lycee,Moderee,Homme,65
20,99,Haut,Bas,Oui,9,76,Haut,Oui,2,Bas,Moyen,Publique,Neutre,5,Non,Licence,Loin,Homme,71
16,93,Bas,Moyen,Oui,7,60,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,1,Non,Lycee,Moderee,Femme,66
20,60,Moyen,Moyen,Oui,6,70,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,3,Oui,Master,Proche,Femme,63
7,62,Haut,Moyen,Oui,8,51,Bas,Oui,0,Moyen,Bas,Publique,Positif,3,Non,Licence,Moderee,Homme,58
14,65,Haut,Moyen,Non,7,63,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Moderee,Homme,61
13,81,Moyen,Haut,Non,6,53,Bas,Oui,2,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,65
